Restaurant;Location;Cuisines;Average_Cost;Minimum_Order;Rating;Votes;Reviews;Delivery_Time
ID_1232;Pune University;South Indian, Street Food;150;50;3.6;145;81;45 minutes
ID_139;Babarpur, New Delhi, Delhi;North Indian, South Indian, Chinese, Mithai;250;50;2.8;82;23;30 minutes
ID_2200;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chinese, North Indian;100;50;3.3;16;5;45 minutes
ID_5753;D-Block, Sector 63, Noida;Chinese, Continental;200;99;3.4;102;68;45 minutes
ID_4552;Delhi High Court, India Gate;Asian, Thai, Chinese, Salad;900;50;4.2;1894;997;65 minutes
ID_5561;Moulali, Kolkata;Cafe, Desserts, Bakery, Momos;400;50;4.0;1046;633;45 minutes
ID_1648;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Biryani, Chinese;100;50;NEW;-;-;30 minutes
ID_2412;Rmz Centennial, I Gate, Whitefield;North Indian, Chinese, Biryani;200;50;3.2;85;28;65 minutes
ID_6427;FTI College, Law College Road, Pune;Fast Food;100;50;2.7;21;9;30 minutes
ID_5912;Delhi High Court, India Gate;North Indian;100;50;3.2;12;4;30 minutes
ID_4906;Tiretti, Kolkata;North Indian, Chinese, Biryani;200;50;3.0;-;-;30 minutes
ID_1140;FTI College, Law College Road, Pune;Burger, Fast Food, Beverages;200;50;3.8;669;144;30 minutes
ID_2527;Nathan Road, Mangaldas Road, Pune;Italian, Desserts;250;50;2.9;31;23;30 minutes
ID_6411;D-Block, Sector 63, Noida;Healthy Food, Salad, Juices;400;50;4.1;91;46;45 minutes
ID_8104;Sandhurst Road, Mumbai CST Area;Japanese, Sushi;300;99;4.0;155;98;45 minutes
ID_3890;D-Block, Sector 63, Noida;Fast Food, Rolls;100;50;3.6;56;10;65 minutes
ID_92;Delhi University-GTB Nagar;Biryani;150;50;3.3;13;-;30 minutes
ID_1169;Mumbai Central;North Indian, Continental, Italian, Chinese;600;50;3.7;610;228;30 minutes
ID_5986;MG Road, Pune;North Indian, Chinese;200;50;3.8;302;138;45 minutes
ID_3542;Sector 3, Marathalli;Ice Cream, Desserts;150;50;3.5;32;5;45 minutes
ID_7905;FTI College, Law College Road, Pune;Cafe, Mexican;200;50;3.5;30;12;30 minutes
ID_3609;Mumbai Central;Burger, American, Fast Food;200;50;3.6;11;7;30 minutes
ID_8211;Rmz Centennial, I Gate, Whitefield;American, Italian;750;50;4.2;482;320;30 minutes
ID_7795;Delhi High Court, India Gate;North Indian, Fast Food, Mughlai;550;50;2.7;21;13;45 minutes
ID_4216;Mico Layout, Stage 2, BTM Layout,Bangalore;Pizza, Italian, Beverages;200;50;4.0;-;-;30 minutes
ID_2409;Rmz Centennial, I Gate, Whitefield;North Indian, Chinese, Fast Food;300;50;3.8;65;39;30 minutes
ID_3197;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Healthy Food;100;50;3.2;103;76;30 minutes
ID_5005;Nathan Road, Mangaldas Road, Pune;Biryani, North Indian;200;50;3.2;7;2;30 minutes
ID_8503;Nathan Road, Mangaldas Road, Pune;Bengali, Fast Food;300;50;3.5;90;45;45 minutes
ID_882;Rmz Centennial, I Gate, Whitefield;Biryani;150;50;3.3;7;3;30 minutes
ID_1579;D-Block, Sector 63, Noida;North Indian, Mughlai;350;50;3.3;151;50;45 minutes
ID_5569;Sector 1, Noida;North Indian;200;50;3.1;4;2;30 minutes
ID_1080;Delhi High Court, India Gate;Bakery, Fast Food, Desserts;200;50;4.0;280;126;65 minutes
ID_7047;D-Block, Sector 63, Noida;Chinese, North Indian;250;50;3.9;504;249;45 minutes
ID_3940;Delhi Administration Flats, Timarpur;North Indian;150;99;3.9;160;49;30 minutes
ID_5944;Sector 14, Noida;Lucknowi, Biryani;200;50;2.9;33;15;30 minutes
ID_1759;Delhi High Court, India Gate;Chinese, Continental;600;50;3.7;34;11;30 minutes
ID_1852;Dockyard Road, Mumbai CST Area;Chinese, North Indian, Biryani;250;50;2.7;85;31;45 minutes
ID_8384;D-Block, Sector 63, Noida;Chinese, North Indian;200;99;-;-;-;30 minutes
ID_2541;FTI College, Law College Road, Pune;Ice Cream, Desserts;100;50;4.1;345;225;45 minutes
ID_7060;Majestic;Beverages, Juices;50;50;3.8;24;4;30 minutes
ID_457;MG Road, Pune;Maharashtrian, South Indian;100;50;4.0;135;64;45 minutes
ID_6958;Yerawada, Pune, Maharashtra;Chinese;100;50;-;-;-;30 minutes
ID_5321;Yerawada, Pune, Maharashtra;Biryani, Hyderabadi, North Indian, Mughlai;100;50;-;-;-;30 minutes
ID_7755;D-Block, Sector 63, Noida;North Indian, Mughlai, Chinese;500;50;3.7;35;17;30 minutes
ID_424;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian;150;50;2.6;34;6;45 minutes
ID_925;Mico Layout, Stage 2, BTM Layout,Bangalore;Biryani;100;50;3.4;20;4;30 minutes
ID_3988;Majestic;North Indian, Rolls;200;99;2.6;28;19;45 minutes
ID_1645;Majestic;North Indian, Chinese;300;50;3.7;73;36;30 minutes
ID_3035;BTM Layout 1, Electronic City;Biryani, North Indian;200;50;3.7;208;124;30 minutes
ID_5021;Chandni Chowk, Kolkata;Biryani, Bengali;100;50;3.6;1094;249;30 minutes
ID_5690;Sector 1, Noida;Pizza, Fast Food;200;0;3.7;88;32;30 minutes
ID_6662;Babarpur, New Delhi, Delhi;Fast Food;150;50;3.2;9;-;30 minutes
ID_1417;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Bakery, Desserts, Fast Food;200;99;3.8;115;71;30 minutes
ID_5301;Sector 63A,Gurgaon;North Indian, Mughlai, Chinese, Kebab;300;50;3.3;52;35;65 minutes
ID_2952;Mico Layout, Stage 2, BTM Layout,Bangalore;Bakery, Desserts;150;50;4.3;-;-;30 minutes
ID_8495;Delhi University-GTB Nagar;Continental, North Indian, Desserts, Beverages;200;50;-;-;-;30 minutes
ID_3796;Sector 1, Noida;Bakery, North Indian;150;50;NEW;-;-;30 minutes
ID_8049;Sector 14, Noida;North Indian, Mughlai, Momos;250;50;3.8;173;29;45 minutes
ID_532;Rmz Centennial, I Gate, Whitefield;Chinese, Vietnamese, Desserts;300;50;3.8;68;42;30 minutes
ID_1912;Sandhurst Road, Mumbai CST Area;North Indian, Mexican, Italian;650;50;3.9;1940;926;30 minutes
ID_2283;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Chinese, Seafood;200;50;NEW;-;-;30 minutes
ID_7260;Raja Bazar, Kolkata;North Indian, Mughlai;150;50;2.8;7;3;30 minutes
ID_1189;MG Road, Pune;Fast Food, Beverages;100;50;3.3;11;2;30 minutes
ID_2167;D-Block, Sector 63, Noida;North Indian, Chinese;200;50;3.2;20;8;30 minutes
ID_477;Mico Layout, Stage 2, BTM Layout,Bangalore;Biryani;100;50;3.6;-;-;30 minutes
ID_5110;Sector 14, Noida;North Indian, Mughlai, Chinese;300;50;3.8;735;464;45 minutes
ID_5622;D-Block, Sector 63, Noida;Chinese, North Indian;200;50;3.2;12;3;30 minutes
ID_6739;Majestic;Chinese, North Indian, South Indian;200;50;3.5;46;16;45 minutes
ID_2385;MG Road, Pune;Sandwich;100;50;-;-;-;30 minutes
ID_2483;Noorkhan Bazaar, Malakpet, Hyderabad;Fast Food, North Indian, Biryani, Rolls, Wraps;250;50;3.9;418;121;65 minutes
ID_2384;Rmz Centennial, I Gate, Whitefield;Chinese, Thai;250;50;4.0;551;291;65 minutes
ID_1272;Mumbai Central;North Indian, Chinese, Mughlai, Seafood;150;50;3.6;91;35;45 minutes
ID_7404;Mico Layout, Stage 2, BTM Layout,Bangalore;Bengali, Chinese, Rolls, North Indian, Odia, Seafood;200;99;3.0;72;25;45 minutes
ID_811;Sector 1, Noida;Fast Food;150;99;3.7;127;36;65 minutes
ID_5635;Rmz Centennial, I Gate, Whitefield;North Indian, Fast Food, Street Food;250;99;3.9;154;96;45 minutes
ID_7198;Delhi Administration Flats, Timarpur;Tea, Beverages, Fast Food;100;50;NEW;-;-;30 minutes
ID_3001;Nathan Road, Mangaldas Road, Pune;North Indian, Chinese;400;199;3.6;45;30;45 minutes
ID_3569;Delhi High Court, India Gate;North Indian, Biryani, Continental, Kebab, Beverages;350;50;4.0;135;81;45 minutes
ID_8032;Pune University;Desserts, Beverages;200;50;3.8;98;70;30 minutes
ID_7906;Delhi Cantt.;Fast Food, Pizza;200;50;-;-;-;30 minutes
ID_6534;Babarpur, New Delhi, Delhi;South Indian, North Indian;200;50;3.3;10;2;30 minutes
ID_1090;Mico Layout, Stage 2, BTM Layout,Bangalore;Bakery, Desserts;200;50;3.6;8;2;30 minutes
ID_45;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Fast Food, Rolls;100;50;3.5;17;13;30 minutes
ID_8095;Delhi University-GTB Nagar;Chinese, Fast Food;200;50;3.7;25;18;30 minutes
ID_4668;Mico Layout, Stage 2, BTM Layout,Bangalore;Fast Food, Burger, Biryani;200;50;-;-;-;45 minutes
ID_149;Chandni Chowk, Kolkata;North Indian;150;50;3.8;287;26;45 minutes
ID_4235;Yerawada, Pune, Maharashtra;Biryani;200;50;3.8;64;28;30 minutes
ID_4572;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Ice Cream, Desserts;50;50;4.0;200;55;30 minutes
ID_4468;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;South Indian, North Indian, Chinese;200;50;3.6;102;48;45 minutes
ID_5565;Moulali, Kolkata;American, Asian, European;150;50;3.5;17;11;30 minutes
ID_1752;Raja Bazar, Kolkata;Street Food, Desserts;100;50;-;-;-;30 minutes
ID_8455;D-Block, Sector 63, Noida;Fast Food;150;50;3.5;112;79;30 minutes
ID_1476;D-Block, Sector 63, Noida;Beverages, Fast Food;100;50;2.7;5;-;65 minutes
ID_8606;Rmz Centennial, I Gate, Whitefield;South Indian;200;50;3.3;56;25;65 minutes
ID_1009;FTI College, Law College Road, Pune;Fast Food;100;50;NEW;-;-;30 minutes
ID_1290;Nathan Road, Mangaldas Road, Pune;Fast Food, Beverages;100;50;3.2;9;4;30 minutes
ID_3261;Sandhurst Road, Mumbai CST Area;Mithai;250;50;3.5;26;18;45 minutes
ID_1897;Rmz Centennial, I Gate, Whitefield;Beverages, Ice Cream, Fast Food;150;50;3.5;15;5;30 minutes
ID_6131;FTI College, Law College Road, Pune;Chinese;150;50;-;-;-;30 minutes
ID_3984;Sector 1, Noida;Mughlai;200;50;NEW;-;-;30 minutes
ID_4926;Rmz Centennial, I Gate, Whitefield;Burger, Chinese, Italian, Fast Food, Desserts, Beverages;200;50;4.2;219;129;45 minutes
ID_3419;Nathan Road, Mangaldas Road, Pune;North Indian, Chinese;250;50;3.3;12;8;30 minutes
ID_8270;Babarpur, New Delhi, Delhi;Street Food, Chinese, North Indian;100;50;3.5;31;6;30 minutes
ID_4446;Nathan Road, Mangaldas Road, Pune;Desserts, Beverages;200;50;4.0;226;124;45 minutes
ID_1717;Mumbai Central;Chinese;150;50;NEW;-;-;30 minutes
ID_8121;Sector 63A,Gurgaon;Pizza, Fast Food, Italian, Desserts, Beverages;350;199;4.1;625;305;45 minutes
ID_2959;Rmz Centennial, I Gate, Whitefield;Street Food;100;50;NEW;-;-;30 minutes
ID_6651;Delhi High Court, India Gate;Mithai, Street Food;100;50;NEW;-;-;30 minutes
ID_7591;FTI College, Law College Road, Pune;Burger, Fast Food;350;50;3.9;2164;1289;45 minutes
ID_2043;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chinese, Rolls;150;50;3.7;70;11;30 minutes
ID_5044;Mico Layout, Stage 2, BTM Layout,Bangalore;South Indian;50;50;4.1;103;31;30 minutes
ID_290;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Chinese;250;50;3.5;35;10;45 minutes
ID_6202;Delhi Administration Flats, Timarpur;Rolls;100;50;3.7;148;46;30 minutes
ID_6037;Delhi University-GTB Nagar;Chinese, Fast Food;150;50;3.6;28;18;30 minutes
ID_6695;Majestic;North Indian, Chinese;200;50;3.3;5;2;30 minutes
ID_713;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Cafe, Bakery;300;99;3.9;76;46;30 minutes
ID_3932;Nathan Road, Mangaldas Road, Pune;Street Food;100;50;3.6;238;153;30 minutes
ID_5582;Gora Bazar, Rajbari, North Dumdum, Kolkata;Bakery, Desserts;150;50;4.3;112;73;30 minutes
ID_3696;Babarpur, New Delhi, Delhi;Street Food;50;50;NEW;-;-;30 minutes
ID_4578;Nathan Road, Mangaldas Road, Pune;South Indian;100;50;2.9;39;21;45 minutes
ID_5975;Pune University;North Indian, Chinese;150;50;2.9;5;1;30 minutes
ID_1731;Sector 1, Noida;Chinese, Momos, Rolls;200;50;4.2;71;56;30 minutes
ID_5629;FTI College, Law College Road, Pune;Maharashtrian, Chinese, North Indian;200;50;2.8;256;144;30 minutes
ID_881;Delhi High Court, India Gate;Biryani, Hyderabadi;300;50;4.0;2178;1200;45 minutes
ID_8253;Delhi Cantt.;Street Food;50;50;3.3;13;3;30 minutes
ID_3746;Moulali, Kolkata;Chinese, Fast Food;150;50;-;-;-;30 minutes
ID_3515;Sector 14, Noida;Biryani, Mughlai;200;50;NEW;-;-;30 minutes
ID_8355;D-Block, Sector 63, Noida;North Indian, Chinese;250;0;3.7;537;154;45 minutes
ID_5538;Gora Bazar, Rajbari, North Dumdum, Kolkata;North Indian, Beverages;100;50;-;-;-;30 minutes
ID_5853;Sector 3, Marathalli;Street Food, North Indian, Fast Food;100;50;4.1;745;352;30 minutes
ID_1985;D-Block, Sector 63, Noida;North Indian, Chinese;200;50;3.4;16;9;30 minutes
ID_1448;Sector 3, Marathalli;Street Food, North Indian, Fast Food;100;50;3.8;51;25;30 minutes
ID_4099;Pune University;Continental, Fast Food, Salad;400;50;2.5;794;497;45 minutes
ID_3376;Nathan Road, Mangaldas Road, Pune;North Indian, Fast Food, Chinese;200;99;3.0;45;12;65 minutes
ID_1404;Delhi High Court, India Gate;Italian, Salad, Mexican, North Indian;200;50;3.9;28;25;30 minutes
ID_6603;FTI College, Law College Road, Pune;Ice Cream, Desserts;200;50;3.8;39;21;30 minutes
ID_3447;Mico Layout, Stage 2, BTM Layout,Bangalore;Bengali, North Indian;100;50;3.1;24;15;30 minutes
ID_6610;Delhi University-GTB Nagar;Fast Food, Beverages;250;50;4.3;913;751;30 minutes
ID_4545;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Malaysian, Asian;850;50;4.3;354;285;30 minutes
ID_4837;FTI College, Law College Road, Pune;North Indian, Street Food;150;50;-;-;-;30 minutes
ID_8611;Sector 1, Noida;Fast Food, Desserts, Beverages;200;50;4.0;136;34;30 minutes
ID_4826;Rmz Centennial, I Gate, Whitefield;Momos;100;50;NEW;-;-;30 minutes
ID_2794;Nathan Road, Mangaldas Road, Pune;Beverages, Desserts;200;50;4.2;179;91;45 minutes
ID_564;Rmz Centennial, I Gate, Whitefield;Biryani;200;50;3.2;6;4;30 minutes
ID_796;D-Block, Sector 63, Noida;North Indian, Chinese, Mughlai, Biryani;300;50;4.1;97;68;30 minutes
ID_2059;Sector 14, Noida;Desserts, Beverages;300;50;4.0;408;265;45 minutes
ID_6395;Sector 1, Noida;North Indian;100;50;3.0;4;1;30 minutes
ID_1945;D-Block, Sector 63, Noida;North Indian, Chinese, Mughlai;300;50;3.5;87;53;30 minutes
ID_8568;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chinese, Fast Food, Seafood;250;50;NEW;-;-;30 minutes
ID_700;Mico Layout, Stage 2, BTM Layout,Bangalore;Biryani, South Indian;150;50;3.4;75;7;45 minutes
ID_1794;Sector 63A,Gurgaon;Chinese;200;50;3.4;40;12;65 minutes
ID_2978;Sector 3, Marathalli;North Indian;150;50;3.4;34;16;30 minutes
ID_3803;Sector 14, Noida;Chinese, Fast Food;200;50;2.8;267;46;45 minutes
ID_1106;Nathan Road, Mangaldas Road, Pune;South Indian, Fast Food, Chinese;150;50;3.4;195;124;45 minutes
ID_7136;Rmz Centennial, I Gate, Whitefield;North Indian, Biryani, Fast Food;200;50;-;-;-;30 minutes
ID_677;Nathan Road, Mangaldas Road, Pune;Modern Indian, North Indian, Asian, Continental, Mughlai, Bar Food;600;50;4.5;1627;923;45 minutes
ID_7658;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Pizza;100;50;2.8;15;1;30 minutes
ID_927;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Biryani, North Indian, Kebab;400;99;4.1;23;19;65 minutes
ID_2036;Rmz Centennial, I Gate, Whitefield;North Indian, Biryani, Mughlai, Kebab;350;50;3.7;203;93;65 minutes
ID_8135;Delhi University-GTB Nagar;Beverages;100;50;-;-;-;30 minutes
ID_8244;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian, Fast Food;100;50;3.2;10;1;30 minutes
ID_5189;Delhi Cantt.;Mughlai;200;50;3.9;76;13;45 minutes
ID_1333;MG Road, Pune;Desserts, Bakery;150;50;3.9;74;30;45 minutes
ID_5263;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian;200;50;-;-;-;30 minutes
ID_4446;Rmz Centennial, I Gate, Whitefield;Bakery, Desserts, Beverages;200;50;3.7;38;17;45 minutes
ID_7185;Mumbai Central;North Indian, South Indian, Fast Food, Chinese;400;50;4.2;1256;925;30 minutes
ID_5648;Pune University;Italian;200;50;3.4;128;100;45 minutes
ID_6366;Delhi Administration Flats, Timarpur;South Indian, North Indian, Chinese;300;50;2.9;285;140;45 minutes
ID_3995;Tejas Nagar Colony, Wadala West, Mumbai;Chinese;150;50;3.0;6;2;30 minutes
ID_276;Majestic;North Indian, Chinese;250;50;3.5;19;3;30 minutes
ID_5050;Chandni Chowk, Kolkata;Mishti, Street Food;50;50;3.5;59;17;65 minutes
ID_7622;Delhi Cantt.;Beverages, Fast Food;250;50;3.1;8;7;30 minutes
ID_4446;Majestic;Bakery, Desserts, Beverages;200;50;4.0;148;69;45 minutes
ID_4038;Sector 63A,Gurgaon;Rajasthani, North Indian;100;50;3.1;5;2;30 minutes
ID_8436;Delhi Administration Flats, Timarpur;Biryani, North Indian;200;50;3.2;22;8;65 minutes
ID_6489;Hyderabad Public School, Begumpet;Desserts;200;50;4.2;587;299;30 minutes
ID_4130;BTM Layout 1, Electronic City;North Indian, Mithai, Rajasthani, Desserts;200;50;4.2;4179;1605;30 minutes
ID_5883;Delhi Administration Flats, Timarpur;North Indian, Mughlai, Chinese;300;50;3.6;313;50;30 minutes
ID_5420;Sector 3, Marathalli;Arabian, North Indian, Chinese, Mughlai, Fast Food;400;50;3.7;289;153;30 minutes
ID_4684;Delhi University-GTB Nagar;Street Food, Mithai;100;0;3.4;25;8;30 minutes
ID_3908;Yerawada, Pune, Maharashtra;Mithai;100;50;3.5;34;13;30 minutes
ID_4327;FTI College, Law College Road, Pune;Pizza, Fast Food;200;50;3.6;18;7;30 minutes
ID_3726;Mico Layout, Stage 2, BTM Layout,Bangalore;Biryani, Kebab;100;99;3.4;36;5;45 minutes
ID_3588;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian;200;50;NEW;-;-;30 minutes
ID_745;Sector 63A,Gurgaon;Chinese, Thai, Asian;650;99;3.9;645;291;65 minutes
ID_4407;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Fast Food;50;50;3.2;9;4;30 minutes
ID_2218;D-Block, Sector 63, Noida;North Indian, Biryani, Beverages;200;50;3.8;143;79;45 minutes
ID_881;Sector 1, Noida;Biryani, Hyderabadi;300;99;3.9;1112;662;45 minutes
ID_324;Sector 3, Marathalli;Biryani;100;50;3.3;5;1;30 minutes
ID_2027;Delhi Administration Flats, Timarpur;North Indian;100;50;3.9;35;31;45 minutes
ID_5639;Delhi Administration Flats, Timarpur;North Indian, Italian, Chinese, Mexican;350;50;4.5;808;465;45 minutes
ID_8051;Delhi High Court, India Gate;Bakery, Cafe;300;50;4.1;456;171;45 minutes
ID_7314;Mico Layout, Stage 2, BTM Layout,Bangalore;Mexican, American, Fast Food;250;50;4.0;967;436;30 minutes
ID_5567;Mumbai Central;Parsi;200;50;3.8;50;32;30 minutes
ID_8201;Nathan Road, Mangaldas Road, Pune;Chinese, Thai, Asian;450;50;4.1;2377;1479;45 minutes
ID_5362;Delhi High Court, India Gate;Cafe, Desserts;350;50;4.1;100;59;30 minutes
ID_3385;Nathan Road, Mangaldas Road, Pune;North Indian, Chinese, Maharashtrian;250;50;3.0;5;3;30 minutes
ID_5844;D-Block, Sector 63, Noida;Healthy Food;200;50;3.1;4;-;30 minutes
ID_6761;Majestic;Mithai, Street Food;100;99;3.9;68;23;45 minutes
ID_4652;MG Road, Pune;Cafe, Beverages;200;50;-;-;-;30 minutes
ID_350;Delhi University-GTB Nagar;North Indian, Chinese;150;50;2.9;41;15;30 minutes
ID_1180;Sector 1, Noida;Fast Food, Chinese;150;50;3.7;66;20;30 minutes
ID_2022;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian;100;50;3.8;142;66;45 minutes
ID_1785;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chinese;250;50;4.1;185;127;30 minutes
ID_6048;MG Road, Pune;Chinese, South Indian, Fast Food, North Indian;400;50;4.3;1741;736;30 minutes
ID_2907;Sector 63A,Gurgaon;Desserts, Ice Cream, Beverages;200;50;3.8;34;10;30 minutes
ID_482;Sandhurst Road, Mumbai CST Area;South Indian;150;50;NEW;-;-;30 minutes
ID_8575;Rmz Centennial, I Gate, Whitefield;Sushi, Asian;800;50;4.4;537;319;30 minutes
ID_5473;Sector 14, Noida;Mithai, Beverages;200;50;3.5;23;8;30 minutes
ID_3337;Mico Layout, Stage 2, BTM Layout,Bangalore;Chinese, North Indian;200;50;3.7;34;9;45 minutes
ID_2781;Tiretti, Kolkata;Bakery;200;50;-;-;-;30 minutes
ID_4513;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chinese, Thai;250;50;3.5;78;43;30 minutes
ID_2811;FTI College, Law College Road, Pune;Chinese;150;50;3.4;-;-;30 minutes
ID_8632;Mico Layout, Stage 2, BTM Layout,Bangalore;BBQ, Arabian, Chinese, North Indian, Desserts;400;50;4.1;1647;809;65 minutes
ID_3915;Mico Layout, Stage 2, BTM Layout,Bangalore;Mangalorean;150;50;3.5;17;3;30 minutes
ID_8505;Sector 14, Noida;North Indian, Chinese;250;50;3.3;43;18;65 minutes
ID_8178;Delhi University-GTB Nagar;South Indian, North Indian, Chinese;200;50;4.1;513;209;30 minutes
ID_3203;Dockyard Road, Mumbai CST Area;Healthy Food, Sandwich, Juices, Beverages;200;50;3.7;57;41;30 minutes
ID_1735;Mumbai Central;Chinese;150;50;NEW;-;-;30 minutes
ID_7184;Pune University;Fast Food, Healthy Food, Sandwich, Salad;200;50;4.1;200;62;45 minutes
ID_6402;Majestic;Sandwich, Street Food, Beverages;100;50;3.7;20;7;30 minutes
ID_4193;Sector 63A,Gurgaon;Chinese, Mughlai, North Indian, Biryani, Raw Meats;300;50;2.5;86;42;30 minutes
ID_4895;Yerawada, Pune, Maharashtra;Fast Food;200;99;3.0;10;8;30 minutes
ID_3494;Sector 1, Noida;North Indian;200;50;-;-;-;30 minutes
ID_2917;Mumbai Central;Fast Food, Chinese, Rolls, Sandwich;150;50;NEW;-;-;30 minutes
ID_3549;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Japanese;1;50;3.8;32;17;30 minutes
ID_6404;FTI College, Law College Road, Pune;Street Food;150;50;-;-;-;30 minutes
ID_6946;Sandhurst Road, Mumbai CST Area;American, Italian;350;50;NEW;-;-;45 minutes
ID_849;Sector 14, Noida;Biryani, North Indian, Andhra;400;50;3.9;1328;805;65 minutes
ID_7639;D-Block, Sector 63, Noida;Chinese;200;50;4.2;120;103;30 minutes
ID_2565;Sector 3, Marathalli;Fast Food;100;50;3.2;53;16;45 minutes
ID_720;Sector 1, Noida;Biryani, North Indian, Mughlai;300;50;4.1;280;101;45 minutes
ID_4562;Sector 63A,Gurgaon;Chinese;250;50;3.8;-;-;30 minutes
ID_7347;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Chinese, Fast Food;200;50;3.7;32;8;45 minutes
ID_8051;Yerawada, Pune, Maharashtra;Bakery, Desserts, Fast Food;200;50;4.4;343;169;30 minutes
ID_7555;Chandni Chowk, Kolkata;Italian, American, Continental;450;50;4.2;3083;1804;45 minutes
ID_5161;Panjetan Colony, Malakpet, Hyderabad;Bakery, Fast Food, Biryani;100;50;NEW;-;-;30 minutes
ID_1775;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian, Chinese, Mughlai;200;50;3.0;8;2;65 minutes
ID_2483;Delhi Administration Flats, Timarpur;North Indian, Fast Food, Biryani, Rolls, Wraps;250;50;3.9;373;122;45 minutes
ID_6252;Sector 14, Noida;North Indian, Mughlai;250;99;4.3;775;353;45 minutes
ID_6658;Majestic;Street Food;50;50;3.4;6;4;30 minutes
ID_2446;Mico Layout, Stage 2, BTM Layout,Bangalore;Beverages, Juices;100;50;3.6;78;39;30 minutes
ID_2899;Mumbai Central;Street Food, Mithai;100;50;3.5;50;20;45 minutes
ID_4651;Babarpur, New Delhi, Delhi;Fast Food, Pizza;200;50;3.4;13;1;30 minutes
ID_6178;Babarpur, New Delhi, Delhi;North Indian, Chinese;150;50;3.0;5;2;30 minutes
ID_4596;Rmz Centennial, I Gate, Whitefield;North Indian, Biryani;200;50;2.3;251;173;30 minutes
ID_5517;Delhi University-GTB Nagar;Paan;50;50;3.4;24;13;30 minutes
ID_8123;MG Road, Pune;North Indian, South Indian;200;50;3.1;5;-;30 minutes
ID_4575;Rmz Centennial, I Gate, Whitefield;North Indian;100;50;NEW;-;-;30 minutes
ID_7235;Musi Nagar, Malakpet, Hyderabad;South Indian, Chinese;150;50;3.1;5;-;30 minutes
ID_4531;Delhi Administration Flats, Timarpur;Biryani;200;50;3.9;35;30;30 minutes
ID_5376;Sector 14, Noida;South Indian, Chinese;150;50;3.6;34;5;30 minutes
ID_6816;FTI College, Law College Road, Pune;Fast Food;50;50;NEW;-;-;30 minutes
ID_4486;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian;150;50;NEW;-;-;30 minutes
ID_6936;Babarpur, New Delhi, Delhi;Street Food;100;50;NEW;-;-;30 minutes
ID_5771;Mumbai Central;Cafe, Fast Food;200;50;4.0;121;80;30 minutes
ID_299;Panjetan Colony, Malakpet, Hyderabad;South Indian;100;50;3.9;30;4;30 minutes
ID_6701;Pune University;Chinese;200;50;3.2;9;1;30 minutes
ID_7184;Sector 3, Marathalli;Fast Food, Healthy Food, Sandwich, Salad;200;50;3.6;57;16;30 minutes
ID_4853;Delhi High Court, India Gate;Fast Food, North Indian;150;0;-;-;-;30 minutes
ID_4950;Rmz Centennial, I Gate, Whitefield;North Indian, Chinese, Street Food, South Indian;200;50;3.7;38;12;30 minutes
ID_2326;Sandhurst Road, Mumbai CST Area;South Indian, Fast Food;100;50;2.8;9;3;30 minutes
ID_559;MG Road, Pune;Chinese, Indian, North Indian, Mughlai;200;50;2.9;6;2;45 minutes
ID_5411;D-Block, Sector 63, Noida;Chinese, Pizza, Fast Food;200;50;-;-;-;30 minutes
ID_5920;Delhi Administration Flats, Timarpur;North Indian;150;50;NEW;-;-;30 minutes
ID_8365;MG Road, Pune;North Indian, Chinese, Kerala;200;0;3.6;38;15;30 minutes
ID_7862;Sector 63A,Gurgaon;Chinese, North Indian;200;99;3.4;55;13;45 minutes
ID_6407;Mico Layout, Stage 2, BTM Layout,Bangalore;South Indian;100;50;3.9;51;19;30 minutes
ID_3876;Chandni Chowk, Kolkata;Mishti, Street Food;100;50;3.7;34;7;30 minutes
